M$,NSF - Nuclear
0.177054,"1510764(Vidic)/1509086(Flora)<br/><br/>Recent breakthroughs in directional well drilling, hydraulic fracturing, and reservoir stimulation have enabled economical production of oil and natural gas from low-permeability shale formations. Combined with favorable oil and gas prices, these technological developments encouraged a vigorous pursuit of energy independence by the US. It is expected that the extraction of natural gas will increase by more than 100% in the next 15 years. One of the key environmental concerns is the accumulation of naturally occurring radioactive material during wastewater reuse and the lack of ultimate solutions that would address this problem once the wastewater reuse is no longer feasible. This study is designed to provide comprehensive understanding of the fate of naturally occurring radioactive material brought to the surface from deep geologic formations during storage and recycling of produced water.<br/><br/>This study focuses on fundamental experimental and modeling research necessary to advance understanding of the fate of naturally occurring radioactive material in deep geologic formations while maintaining its relevance to transformative engineering solutions in the control of naturally occurring radioactive material for successful water management strategy in oil and gas industry. Fundamental understanding of rock-water interaction that will be developed in this study will facilitate development of technical solutions to enable control of naturally occurring radioactive material in produced water. The combined experimental and modeling expertise of this research group will ensure deep understanding of key factors governing the fate of naturally occurring radioactive material in water treatment processes that use chemical precipitation and will have far-reaching consequences for oil and gas industry by facilitating science based solutions to address key environmental concerns that have led to significant public opposition in many parts of the world. The proposed study will attain fundamental scientific understanding of the phenomena that are relevant to other industries besides oil and gas (e.g., mining, nuclear) and will ensure more sustainable water management strategies by those industries. Water management solutions developed in this study will also provide impetus for the development of new solutions in other industries that are facing challenges with the control of radioactive elements. Educational impact will be accomplished through training students in rich, multidisciplinary environment to develop problem-solving skills that are transferable to any field. This project will be showcased at regional high schools though exciting and interactive hand-on experience that sparks interest in advancements in S.T.E.M. disciplines. Findings of this study have implications for world energy supply, while better understanding of fundamental processes will spur development of new technologies for water treatment."
0.297009,"The proposed research project is focused on the study of random matrices and random walks evolving in random media. Much of the existing theory of random matrices deals with normal matrices, which are stable under perturbations; many of the existing tools<br/>implicitly use either this stability, or some strong independence assumptions, even in deriving rough results. A major goal of the present proposal is to build on previous work of the PI and collaborators and develop techniques that work even in a context where both structural assumptions (normality or independence) fail. While the proposal discusses and addresses some very specific questions, it is part of a larger attempt to develop new techniques that would be applicable to a wide range of RMT questions. The second topic to be studied concerns random walks and branching processes in random environments. Though the theory of random walks is well developed, many gaps in understanding remain when one changes the medium in which the walk evolves to a random medium. In spite of rapid progress that was achieved in the last few years by several researchers, many fundamental questions remain unanswered. The proposed project will built on previous work, by the PI and other researchers, with the goal of resolving some of these outstanding questions.<br/><br/>Matrices are the cornerstone of linear algebra, and are fundamental building blocks in operator theory. Random matrix theory (RMT) is concerned with the study of properties of random matrices, typically in the limit where the dimension of the matrix is large.<br/>Motivations and applications for this study come from several areas of mathematics (probability theory, number theory, representation theory), the physical sciences (especially, mathematical physics), statistics, and engineering (specifically, communication and information theories). In recent years, RMT has emerged as a major research area within mathematics, combining techniques from probability theory, operator algebras, complex analysis, and combinatorics. Several major (and fundamental) open questions have recently been resolved, especially concerning the universality of limit laws regarding the spectrum of large random matrices. The proposed research will seek to significantly expand the theory toward a class of matrices whose spectrum is not stable under (small) perturbations. While the focus of the research is theoretical, an impact on applications is expected, e.g. in evaluating the stability of complex systems, in computations related to quantum information theory, and in statistics. The second main focus of the study, random walks, are arguably the stochastic processes most studied by mathematicians, having the widest range of applications in fields as diverse as the physical sciences, engineering, and the social sciences. Though the theory of random walks is by now well developed, this is not at all the case when one changes the medium in which the walk evolves to a random medium, thus obtaining a random walk in random environment (RWRE). Such RWRE's can be used to model many problems of motion in random media in the physical and engineering sciences, and are mathematically appealing because on the one hand the model is very simply stated, while on the other hand established tools for studying processes in random media are not applicable in the study of RWRE. The goal of the current proposal is to develop new basic probabilistic techniques that will allow to make provable predictions concerning the behavior of RWRE. It is expected that such techniques will be useful in the study of other processes, and link naturally to the study of trapping models and reinforced random walks. While not explicitly targeted in this proposal, trapping models have recently been used to study the environmental impact of nuclear waste, and RWRE's can naturally be used in this context to model the spread of contamination in a real environment, once the required mathematical background and tools are in place."
0.099999,"There is an increasing amount of non-traditional software being developed by developers, i.e. software developed by people not formally trained in software engineering practices and developed in environments that place different constraints on software development than are found in more traditional IT software development environments. Software developed for Computational Science and Engineering is a prominent and important type of non-traditional software. Computational science and engineering software supports the investigation of topics that impact our vital national interests (e.g. cancer research, maintenance of nuclear weapons, climate research, and astrophysics). The development of CSE software has some unique constraints that make it a good example of a non-traditional software development environment. To address the growing interest and need for high-quality computational science software, the goal of this proposal is to develop and deliver curriculum modules focused specifically on software for large scale computational science. In this work, the PI will develop a curriculum consisting of software engineering modules tailored for use by computational scientist developers. These modules will be designed to educate non-traditional developers about relevant software engineering tools and techniques. They will be packaged for use either in the university environment, embedded in existing courses or as part of a new course, or in the field, as training courses offered at various national labs and appropriate conference venues like the international meeting, Super Computing. The work uses a case study approach coupled with an interdisciplinary workshop. The plan is to cover the topics of validation and verification and agile methods by focusing on test-driven development and software inspection as well as the general problem of requirements gathering coupled with discovery.<br/><br/>This work will result in packaged, reusable SE modules created specifically for nontraditional developers. These modules will address the most pressing needs of CSE developers. The modules will be delivered in a variety of venues and the material evaluated during use, as well as measures of participant learning. Providing support for the development of high-quality CSE software will have broad impacts in advancing scientific and engineering knowledge in many domains."
0.383322,"Non-technical Abstract<br/><br/>Several elements in the periodic table when subjected to external high-pressure and high-temperature adapt novel structural modifications leading to improvements in their physical and mechanical properties. In certain cases, these novel crystal modifications with enhanced physical and mechanical properties can be retained after removal of pressure resulting in potential industrial applications. The conversion of graphitic carbon into diamond by application of high-pressure and high-temperature is a prime example of this research. This research program will carry out high-pressure high-temperature studies on transition metals and alloys that are widely used in aerospace, biomedical, and nuclear industry. This research is enabled by advances in the generation of ultra high pressure up to ten million atmospheres in the laboratory using an innovative design of diamond anvils in high pressure devices. This advance in high pressure technique coupled with very bright sources of x-rays allows us to probe changes in crystal structures so we can construct stability maps for various crystal structures at elevated pressures and temperatures. These stability maps will allow researchers to design new strategies to synthesize these materials in bulk form for industrial applications. The project participants will receive extensive research training at the premier national facilities employing x-ray synchrotron radiation in materials research leading to a pipeline of trained scientific workforce in high pressure science. Our long-term partnership with the Historically Black Colleges and Universities in the southeastern region will ensure participation of underrepresented minority groups in this research program. <br/><br/>Technical Abstract<br/><br/>The study of transition metals under extreme conditions has seen rapid progress in the last few years with the attainment of near Terapascal (1 TPa = 1000 GPa) static pressures using two-stage diamond micro-anvils along with the development of millisecond x-ray diffraction techniques using fast detectors at the synchrotron facilities. At the University of Alabama at Birmingham, a novel method for the fabrication of two-stage diamond micro-anvils using a chemical vapor deposition technique has been developed. In addition, rapid pressure and temperature changes can be applied to samples using piezoelectric drivers (dynamic diamond anvil cells) and boron-doped heating anvils, thus providing ideal tools to study phase transformations and transformation kinetics in transition metals and alloys under extreme conditions. In this study, a focus is on transformation kinetics of hexagonal close-packed (hcp-phase) to simple hexagonal (omega-phase) transformation and from omega-phase to body-centered cubic (bcc-phase) in Titanium-Vanadium (Ti-V) and Hafnium-Tantalum (Hf-Ta) alloys. The goal is to establish the occurrence of other novel phases like the orthorhombic modifications (gamma, delta, and eta phases) in early transition metals and alloys under hydrostatic (neon pressure medium) and non-hydrostatic (no pressure medium) conditions. In Osmium (Os) metal, structural anomalies have been observed at 150 GPa and 440 GPa at ambient temperature that warrant further investigations at elevated temperatures. It is anticipated that most of the early members of the transition metal series are converted in to nearly pure d-band metals as s-electron levels move above the Fermi-level at extreme pressures. This study would provide crystal structure data and pressure-volume data for this unique electronic state of transition metals and alloys under extreme conditions for direct comparison with the theoretical models."
0.36,"The project involves the modeling, analysis, algorithmic invention, and numerical analysis of novel models for three physical systems, namely diffusion, solid mechanics, and plasmas. In the first system, the PI considers a nonlocal, integral model for non-Fickian (or anomalous) diffusion. The model has as special cases fractional Laplacian and fractional derivative models but generalizes these models in several ways such as allowing for spatial heterogeneity and anisotropy, less smooth solution behavior, and a simple means for treating problems posed on bounded domains. The project addresses several issues that are crucial to the efficient, robust, and accurate approximation of the nonlocal diffusion model. In particular, the effects of truncating kernels and data so that computations can be done on finite domains are analyzed, combined finite element/domain and data truncation error estimates are obtained, and a goal oriented, adjoint equation-based grid adaptation methodology is developed, analyzed, and tested. In the second system, the PI considers the nonlocal, spatial derivative free peridynamics model for solid mechanics. The model allows for discontinuous solutions so it is especially well suited for modeling defects. As such, its efficacy has been demonstrated in several sophisticated applications, including the fracture and failure of composites, crack instability, fracture of polycrystals, and nanofiber networks. The project involves the development of a computational methodology that takes full advantage of the multiscale properties inherent in peridynamics and which results from the phenomenological horizon parameter that limits the extent of interactions. In the third system, both the Vlasov-Poisson and cold-ion systems for modeling the expansion of ions from high to low-density regions are considered. The project includes the development of a new cold-ion model that remains valid beyond the time of singularity creation, showing that solutions of the new model remain the limit (as the ion temperature tends to zero) of solutions of the Vlasov-Poisson system, studying analytically and computationally the transition that occurs as the density ratio decreases from solutions having no singularities to ones that do, treating problems with multiple species of ions, and developing efficient numerical methods for two and three-dimensional settings.<br/><br/>The project addresses fundamental issues that arise in the mathematical and computational treatment of three physical systems that are of huge importance in a wide variety of applications. These include but are not limited to the nucleation and propagation of defects, (cracks, delaminations, etc.) in solid bodies (airplane wings, nuclear reactor containment vessels, etc.); anomalous diffusive behavior observed in subsurface water, oil, and gas flows, in animal foraging behaviors, in polymeric flows, in exotic materials, etc.; and in ionized flows in lasers, space propulsion systems, supernovae, etc. Obtaining useful information about such complex systems requires massive computational efforts which can be greatly aided by improvements in mathematical models, qualitative theoretical information about solutions of those models, and, most of all, by better, more efficient and more accurate computational algorithms. Because of the wide-ranging settings that the project impacts, the results obtained will be of great interest to scientists, engineers, and policy makers involved in, among other things, the theoretical study of physical phenomena, in the design and manufacture of new devices, and in the assessment of risks and design of remediations."
0.747179,"The broader impact/commercial potential of this project results from the advancement of telerobotic control technology for subsea operations. As humans deploy and maintain ever more complex underwater hardware, conduct subsea scientific sampling and exploration and develop natural resources in hostile, deep and remote locations, the need for ROVs (Remotely Operated Vehicles) is increasing. ROVs have transitioned from basic transport and inspection tools to mission critical machines for construction, maintenance and intervention. Despite advances in sensing and machinery, significant challenges persist which have plagued the industry with high costs and unacceptable downtime, as well as safety risks. Limited situational awareness, data deluge and inadequate manual operator controls combine to create high rates of equipment breakage, unpredictable and inefficient task completion and high mission overhead. This work is developing innovative products for 3-dimensional visual awareness and computer assisted control systems for subsea teleoperated robots. Divers can be replaced in hazardous situations by telerobots using this technology. The rate of untoward incidents and their severity will be reduced for a large range of subsea activities. Economic benefits include reduced costs, new employment opportunities, competitive advantages and contributions to the national technological infrastructure in subsea operations. <br/><br/>This Small Business Innovation Research (SBIR) Phase 2 project will address fundamental challenges of connecting higher-dimensional data from remote environments to intuitive controls. Its intellectual merit is the refinement of a collaborative approach to command and control allowing ROV pilots to communicate seamlessly with each other and the robotic system. This will be done by developing several foundational innovations that, separately, enhance capabilities (and may become individual products), and that together derive immense value to the customer. These technologies are in the areas of: (1) Pilot Interface/Control room software; (2) Sensor fusion and processing; (3) Task assistance and workflow management; and (4) Manipulator and vehicle control. Successful implementation of visualization, sensor fusion, control methods, and haptic virtual fixtures serves as an excellent demonstration example of these technologies. With these technologies combined into a single software platform and integrated with a robotic system, increased performance, predictability, and safety can be achieved in a way that surpasses what is currently possible for purely automated or manual robotic systems. Although this work is focused on underwater operations, it can also be extended to terrestrial applications, such as industrial assembly, welding and machining, nuclear maintenance and robotic dredging and excavation."
0.804263,"There is mounting evidence that the entire observable Universe was spawned in a dramatic superluminal ""Inflation"" of a subnuclear volume. This violent acceleration of matter would have produced a Cosmic Gravitational-wave Background (CGB), the amplitude of which measures the energy scale at which Inflation occurred. The CGB imprints a faint signature in the polarization of the Cosmic Microwave Background (CMB) with the amplitude parameterized by the ratio of tensor-to-scalar modes, r = T/S. Many theoretically favored models of Inflation produce this ratio between 0.01 and 0.1, corresponding to average amplitude from 30 to 100 nanoKelvins for the resulting CMB B-mode polarization patterns where they peak on scales of degrees. With this award, researchers from three U.S. institutions will focus on exploring and ultimately detecting the CGB polarization signature, which is arguably the most important goal in cosmology today. In 2005, the Community Task Force on CMB Research identified a target sensitivity of that ratio equaling to 0.02 as an immediate goal to detect the Inflationary gravitational waves imprint in the CMB polarization that pertain to the standard cosmological model. The newly installed 'Small Polarimeter Upgrades for DASI' (SPUD) reconfigured a five- receivers telescope to the ""South Pole Inflationary Cosmology Experiment"" (SPICE) that will: (a) Complete the CGB search in CMB B-mode polarization at 150 GHz, reaching depths which based on current sensitivity performance, that will detect the Inflationary CGB for r > 0.02; (b) Prove that this signal is cosmic in origin while separately measuring the Galactic foreground contamination at its minimum; (c) Detect gravitational lensing of CMB polarization on scales of ~1 degree, probing the CGB to the lensing confusion limit for degree-scale observations (r < 0.01) if the energy scale of Inflation is low; and (d) Surpass the instrumental sensitivity goals set forth for 2013 by the 2005 CMB Task Force recommendations. Detection of the CGB waves would be to Inflation what the discovery of the CMB radiation was to the Big Bang theory. Indeed, its impact may be even broader as nuclear physics had matured enough prior to the establishment of the ""hot"" Big Bang model, while Inflation directly bears on the current frontiers of fundamental physics: the union of general relativity and quantum mechanics, string theory, and the highest accessible energies. Cosmology and research in Antarctica both capture the public imagination, making this combination a remarkably effective vehicle for stimulating interest in science and train students."
0.154239,"Approximation defines our world. For example, the letters on this screen have smooth curves and bends. But zoom in and all you see are squares: pixels. The smaller the pixels (i.e., the finer the approximation), the smoother a curve looks. Add three colors and suddenly we can approximate a rainbow. In a sense, science is all about refining and improving approximations to reality. Take Newtonian physics, for example. It works great at medium scales, but breaks down when things are too big or too small. Einstein's relativity and quantum mechanics work much better at those scales. And these theories require sophisticated mathematics. This focused research group project addresses several outstanding questions in operator algebras and their analogies in other areas of mathematics.<br/><br/>Operator algebras arose as a framework for quantum mechanics. Over the years many classical theories were extended to this noncommutative context: geometry, topology, probability and more. The PIs will spearhead an international effort to capitalize on recent connections between operator algebras and other areas such as dynamics, measure theory, coarse geometry and K-theory. Specifically, the PIs shall push analogies between nuclear dimension and asymptotic dimension, two notions defined via approximation and encompassing a huge swath of examples, to address K-theoretic questions such as the Universal Coefficient Theorem and the Baum-Connes and Farrell-Jones conjectures."
0.618918,"Intellectual Merit: The small nuclear RNAs (snRNAs) known as U1, U2, U4, U5, and U6 comprise a highly abundant class of RNA molecules that are required for pre-messenger RNA splicing in higher organisms. These snRNAs are synthesized by RNA polymerase II with the exception of U6, which is synthesized by RNA polymerase III. Despite this difference in RNA polymerase specificity, U6 genes and the RNA polymerase II-transcribed snRNA genes utilize similar regulatory signals and overlapping sets of transcription factors for their expression. The main goal of the project is to gain an understanding of the structure-function relationships that are involved in recruiting the correct RNA polymerase to initiate synthesis of the correct snRNAs. Transcription of both classes of snRNA genes requires a unique protein factor referred to as the snRNA-activating protein complex (SNAPc). This factor recognizes an essential promoter element termed the PSE located in the DNA 40-75 base pairs (bp) upstream of the start site of RNA synthesis. In the fruit fly D. melanogaster (the model organism used in this project), DmSNAPc is composed of three subunits that together carry out sequence-specific recognition of the ~21 bp long PSEA (the fruit fly PSE). Even though a U1 PSEA and a U6 PSEA differ at only 5 of 21 nucleotide positions, this sequence difference plays a major role in determining the RNA polymerase specificity of fly snRNA genes. Furthermore, the three subunits of assume a different conformation when bound to a U6 versus a U1 PSEA. This conformational difference is believed to be responsible for the recruitment of the correct RNA polymerase. To better understand the conformational differences of DmSNAPc bound to U1 and U6 PSEAs, a novel technique developed in the PI's lab will be employed that uses site-specific protein-DNA cross-linking combined with chemical cleavage of the protein at defined sites. Contact points made between the largest DmSNAPc subunit and U6 promoter DNA will be compared with the contact points made between this subunit and U1 promoter DNA. Next, pre-initiation complex (PIC) assembly on U1 and U6 promoters will be investigated, with primary emphasis on RNA polymerase II recruitment to the TATA-less U1 promoter, but analogous experiments will be performed to investigate Pol III PIC assembly on the U6 promoter. Finally, the overall contour shape of DmSNAPc bound to the U1 and U6 PSEAs will be studied by cryo-electron microscopy, and X-ray crystallography will be employed to investigate the structure of DmSNAPc and it subunits at the atomic level. The results of the research will contribute widely to the scientific community's understanding of gene expression at the level of RNA synthesis. Fruit fly U1 genes serve as a particularly tractable paradigm for investigating RNA polymerase II transcription complex assembly on TATA-less promoters, a process that is currently very poorly understood. More generally, this system serves as an excellent model for understanding how very subtle changes in macromolecular interactions and assembly can lead to significantly different biological outcomes.<br/><br/>Broader Impacts: The research will be performed by students in satisfaction of their B.S., M.S., and Ph.D. degrees in biochemistry/molecular biology. The project will provide training for their future careers in the biotechnology industry, for advancement to graduate and professional schools, or to careers in academia as well as teaching at the community college level. San Diego State University, due to its border location and emphasis on undergraduate as well as graduate instruction, serves a large body of undergraduate students from underrepresented ethnic groups. The PI is active in undergraduate classroom teaching and has a strong track record and history of involving underrepresented students in research, from high school through the graduate level."
3.107325,"This PIRE project brings together two U.S. universities with six French and five Japanese institutions to focus on multiphase flows with technological applications. Multiphase flows are flowing streams of fluids that are mixtures of liquids with other liquids, gases, and/or solids; examples include oil and vinegar in salad dressing (liquid/liquid), water and air in soda (liquid/gas), or water and cement in concrete slurry (liquid/solid). Multiphase flows and their control play a vital role in many key technologies impacting the world economy, such as metallurgy, mineralogy, materials processing, devices for biological applications, and the automobile, pharmaceutical, aerospace, and energy industries. This project will advance materials engineering by investigating critical research challenges in multiphase flows - understanding and predicting the patterns, instabilities, and turbulence that arise - to develop and optimize materials and processes for industry. This PIRE team will integrate the results from across a related sets of experiments including: study of patterned flows and microfluidic mixing to improve micro-chip immunological assays; use of microactuators and microsensors to study instabilities and turbulence in multiphase systems; use of microgravity conditions to examine the role of fluid instabilities; experimental and computational study of dynamic flow of elongated particles/fibers; and expansion of current models of dispersed turbulent flow via large-scale simulation. <br/><br/>International collaboration is essential to advancing our understanding of multiphase flows. Complex multiphase flow research requires high speed computation and high-level laboratory experimentation in which all three PIRE partner countries have substantial complementary resources. The University of Florida is internationally recognized for its programs in multiphase thermo-fluid mechanics and flow control. Both Japan and France sustain strong research emphases in thermal-fluid mechanics with key centers of excellence in multiphase flow. Japan emphasizes technology in areas such as materials science, microgravity science, bioassays and aeropropulsion while France emphasizes technology in nuclear energy, environment, bio-sensors, and flow control. This award leverages strong existing research collaborations and reciprocated access for U.S. scientists and students to facilities and expertise not available in the U.S. The international collaboration will also help industries in all three countries to engage highly-trained personnel in fields involving applications of multiphase science and technologies.<br/><br/>The strength of this PIRE's educational program is its plan to train U.S. students as global professionals with versatility in professional abilities and attitudes that make them competitive in the global marketplace. U.S. graduate students will be supported to work in an international setting with foreign collaborators and advisors, functioning and communicating in a multi-cultural atmosphere. Unique educational opportunities include industry-relevant short courses, training in cutting-edge research, cultural awareness workshops, and international symposia and conferences. Internships in industrial research laboratories will give them access to networking opportunities with industry within an international context. Active recruitment of students from underrepresented groups will contribute to diversifying and internationalizing the body of U.S. students earning STEM graduate degrees. A certificate program in Multiphase Science and Technology will be developed and offered through online distance learning modules, thus making it available to international partners and their students, interested students at other U.S. universities, and as continuing education for industrial partners. U.S. researchers will also build skill sets needed for research in international contexts via cross-collaboration with international partners and co-advising foreign students. <br/><br/>This PIRE project is likely to have significant institutional impacts. It will strengthen and internationalize research networks that address complicated multiphase technological problems. It will help to build up an international engineering research center of excellence in complex fluids and multiphase flows with partnerships between international industry and academe that yield long-term benefit to the U.S. economy. Such partnerships will also encourage industry participation in education, international research cooperation, and student internships. The partner institutions are committed to exploring joint and dual degree programs, which would further internationalize the U.S. institutions and enrich collaborative opportunities for future students and faculty alike. Through these multifaceted initiatives and activities, this PIRE project will serve as a model for both U.S. and international partner institutions as they work to internationalize their own research and education portfolios. <br/><br/>U.S. partners include the University of Florida and Florida State University. French partners include Université de Poitiers, Université Lille 1 Sciences et Technologies, Université Paris-Sud 11, Institut de Mécanique des Fluides de Toulouse (IMFT), and Université de Provence Aix-Marseille 1, and Université Bordeaux 1. Japanese partners include the University of Tokyo, Tokyo University of Science, Kyoto University, Japan Aerospace Exploration Agency (JAXA), and Tohoku University.<br/><br/>This PIRE project is cofunded by NSF's Office of International Science and Engineering and the Division of Chemical, Bioengineering, Environmental, and Transport Systems. NSF's support of this PIRE project leverages existing funding from the Embassy of France's Partner University Fund and Chateaubriand Fellowship, the University of Florida (UF), the Florida Center for Advanced Aero-Propulsion (FCAAP), fellowships from the Japan Society for the Promotion of Science and the facilities of UF's Paris Research Center (France) and its Particle Engineering Research Center."
0.286945,"This Research Experiences for Undergraduates (REU) site at Texas A&M University - Commerce provides opportunities to eight students from community colleges each summer for ten weeks of research on topics in astrophysics, astronomy, computational physics, engineering physics, optics, material sciences and nuclear physics. In addition to participating in research with an experienced mentor, the REU students will engage in weekly activities to ensure not only that their research stays on track but that they have an engaging collegial and scholarly experience. By the end of the program, every student will have written a research report and presented the results of their work in a talk. <br/><br/>This REU site will have a number of broader impacts with its focus on providing research opportunities to undergraduates to help prepare them for future science, technology, engineering, and mathematics careers. Additionally, the site focuses on providing research opportunities to students from community colleges and assists them with the transition to a four-year college. The site has put strategies in place to ensure that non-traditional students, many of whom have families, are able to participate in a summer research experience."
0.045,"This project will support attendance by early-career and minority scientists to seven conferences to be held in 2016 at Cold Spring Harbor Laboratory, including: Systems Biology: Global Regulation of Gene Expression; Evolutionary Biology of Caenorhabditis & Other Nematodes; Nuclear Organization & Function; Regulatory & Non-Coding RNAs; Translational Control; Epigenetics & Chromatin; Germ Cells; and Biological Data Science. Each conference will include presentations by junior and senior investigators in a format designed to promote scientific exchange in formal and informal settings. Results from the conferences will be disseminated via distribution of abstract books and via the CSHL Leading Strand video archive. <br/><br/>Each conference will address a variety of up-to-date, cutting edge topics relevant to each field of research, with emphasis on fostering cross-disciplinary and forward-looking discussions and collaborations. <br/><br/>Co-funded by the following programs in the Directorate of Biological Sciences: Genetic Mechanisms and Cellular Dynamics and Function in the Division of Molecular and Cellular Bioscience; Developmental Systems in the Division of Integrative Organismal Systems; and Advances in Biological Informatics in the Division of Biological Infrastructure."
0.311452,"Peter Rossky from the University of Texas at Austin is supported by the Chemical Theory, Models and Computational Methods Program in research focused on understanding, at the level of atoms, the molecular arrangements and time-dependent processes that occur when chemical changes take place in liquid solutions or in unstructured solid materials. These include the changes that occur in biological materials, in semiconductor materials, and in plastics. Although computational modeling is increasingly able to describe these processes, serious challenges remain. For example, it is very important to be able to understand what happens to the energy that is deposited in molecules through the absorption of light. Such knowledge is a critical element for our understanding of the degradation of materials, of the functioning of solar cells, and of biological processes such as photosynthesis. The specific objective of the present studies is the development of new, generally applicable, theoretical and computational models and methods that can fully describe chemistry involving very light atoms and electrons, where quantum mechanics must be invoked. The algorithms being developed can be directly applied as computational tools for the design of advanced materials, pharmaceutical discovery, and nanoscale engineering. They can also impact critical practical issues, including affordable solar energy capture for sustainable energy and a sustainable climate. Outreach activities stemming from this work contribute to the future stability of the scientific workforce, as well as to the public's ability to participate in science policy.<br/><br/>The research efforts are developing new simulation algorithms for the quantum mechanical description of nuclear motion that go beyond presently available practical methods in key respects. The novel method is based on the dynamics of Wigner transform variables and is a rather direct generalization of an earlier linearized path integral (""classical Wigner"") approach. The new approach retains the ability to directly evaluate the dynamics of non-linear operators (e.g., in inelastic X-ray scattering) and describes vibrational dynamics without unphysical components associated with the simulation algorithm. Further, since the new method directly propagates the phase space points (in contrast to path-integral based approaches), there is good reason to believe that it can be integrated into a non-adiabatic electronic dynamics protocol. Applications to relatively well-characterized molecular systems are being used to test the capability of new methods. The molecular-scale insight needed to guide us to new materials with desired functions or insight into Nature's solutions will follow from the implementation of advanced computational science, coordinated with revealing experimental probes. The resulting capabilities form the basis for what may be the routine modeling methods of the future, just as the basic research of the last 50 years routinely provides for today's experimental researcher. Project efforts enhance education at all levels, including the professional development of graduate and postdoctoral students as researchers and educators with timely skills in the computational solution of physical problems."
0.32,"This award supports the renewal of the physics Research Experiences for Undergraduates (REU) site at the University of California - Davis. Each year, the REU program will provide eight to eleven students from around the United States an opportunity to participate in a ten-week summer research program. REU students work closely with a faculty mentor on a ten-week research project in the areas of condensed matter physics, biophysics, complex systems, nuclear physics, high energy physics, and astrophysics. In addition to their specific research project, the students learn from their interactions with faculty, graduate students, and other REU students, and from field trips showing physics-related work in diverse settings. At the end of the program, each participant gives a formal research presentation and presents a written project report that can lead to a peer reviewed publication. Research work is augmented by an array of educational and social activities. These activities allow students to put their research experience in a wider perspective, to build a network of professional contacts, and to develop professional skills in a scientific environment."
0.466,"The propensity for bacteria to associate with surfaces in nearly all ecosystems far exceeds the tendency to persist in suspension, living freely in a planktonic state. Bacteria secrete proteins, polysaccharides, and other components to assemble a spider-web like matrix that surrounds cells to promote the formation of protective communities termed biofilms. The protective physical matrix enables bacteria to colonize and even thrive in an astonishing range of environments, in niches ranging from the harsh acidic microbial mats in Yellowstone to ship hulls and industrial oil pipelines. Improved biofilm models are crucial to understanding how they function. Across biology, chemistry, and materials research, measuring parameters of chemical, physical, and mechanical properties is key to understanding how complex assemblies function. In this project, experiments are designed to achieve breakthrough discoveries needed to transform biofilm descriptors from vague terms like ""glue"" and ""slime"" to scientific and quantitative descriptions based on chemical composition and molecular architecture by using high resolution techniques. The self-assembly of these macromolecular architectures by bacteria also inspire us to use or build such mechanically robust molecular frameworks for new functions.<br/><br/>In this project, the PI will engage in broad dissemination of scientific research and educational outreach activities. She will mentor undergraduate and graduate students, including many from groups under-represented in STEM; design coursework changes to introduce more quantitative concepts into biochemistry courses; and lead comprehensive outreach activities, engaging students, teachers, and the general public. Major specific activities include: (i) developing a biochemical biofilm laboratory module for the high-school science curriculum with assistance from a high-school teacher who joins the PI's laboratory each summer, (ii) integrating exploratory-based lab modules in undergraduate laboratory courses to encourage true engagement and the hands-on ""a-ha"" moments that enhance learning; (iii) assisting in the mentoring of incoming first-generation and under-represented undergraduate students in preparation for university coursework in STEM; and (iv) sharing engineering protocols for a custom-built active-control feedback system to stabilize NMR pulse power levels over long acquisition times, enhancing the stability of NMR experiments and also of general value in spectrometer monitoring. Overall, the commitment to educational and scientific outreach in this project integrates research with teaching, mentoring, and K-12 outreach activities to inspire and empower others to impact and improve the society.<br/><br/>In this project, amyloid fibers produced by E. coli, known as curli, will be studied. Curli mediate bacterial adhesion and contribute to biofilm formation. This project will provide unprecedented detail into the atomic structure and function of native curli fibers and will map their interactions with amyloid dyes and their cognate biofilm polysaccharide partners by integrating unique solid-state nuclear magnetic resonance (NMR) strategies to measure atomic-level distances together with super-resolution microscopy to examine the larger-scale spatial arrangement of curli and other components in the biofilm. This project is jointly funded by Molecular Biophysics and Cellular Dynamics and Function Clusters in the Division of Molecular and Cellular Biosciences."
